ID, CC_area, CC_perimeter, CC_circularity, CC_length, W1, W2, W3, W4, W5, W6, W7
./Leuven_2/0050744/session_1/anat_1/abide_cc, 439.75, 191.78, 0.150245,  70.5,  11.00,  77.25,  82.75,  52.00,  42.75,  31.50, 142.50
./Leuven_2/0050745/session_1/anat_1/abide_cc, 509.75, 171.49, 0.217819,  58.5,  18.75, 113.25,  75.25,  55.25,  41.75,  43.75, 161.75
./Leuven_2/0050746/session_1/anat_1/abide_cc, 502.25, 178.61, 0.197841,  66.0,  12.75, 110.50,  84.00,  64.00,  50.00,  41.00, 140.00
./Leuven_2/0050747/session_1/anat_1/abide_cc, 705.75, 192.24, 0.239985,  64.0,  18.25, 151.00, 119.50,  81.25,  67.75,  72.75, 195.25
./Leuven_2/0050748/session_1/anat_1/abide_cc, 565.75, 190.20, 0.196531,  69.5,  16.75, 125.00,  83.25,  58.25,  55.50,  46.50, 180.50
./Leuven_2/0050749/session_1/anat_1/abide_cc, 651.25, 182.20, 0.246536,  66.5,  20.00, 162.00,  90.50,  95.00,  75.50,  49.50, 158.75
./Leuven_2/0050750/session_1/anat_1/abide_cc, 601.75, 199.36, 0.190263,  68.5,  25.25, 134.00,  99.00,  65.75,  57.25,  61.00, 159.50
./Leuven_2/0050751/session_1/anat_1/abide_cc, 532.25, 182.10, 0.201710,  67.5,  13.25, 131.25,  74.50,  59.75,  58.00,  45.25, 150.25
./Leuven_2/0050752/session_1/anat_1/abide_cc, 750.75, 221.77, 0.191817,  78.0,  17.75, 152.50, 125.00,  82.50,  62.25,  67.25, 243.50
./Leuven_2/0050753/session_1/anat_1/abide_cc, 536.00, 200.39, 0.167737,  63.5,  39.50, 113.75,  78.00,  63.75,  58.50,  39.25, 143.25
./Leuven_2/0050754/session_1/anat_1/abide_cc, 545.25, 202.51, 0.167076,  76.0,  19.50, 121.50,  88.75,  63.00,  56.75,  44.75, 151.00
./Leuven_2/0050755/session_1/anat_1/abide_cc, 586.00, 190.63, 0.202638,  65.5,  25.25, 137.75, 112.75,  68.25,  49.75,  47.00, 145.25
./Leuven_2/0050756/session_1/anat_1/abide_cc, 595.75, 212.58, 0.165663,  72.5,  38.50, 136.25,  86.00,  62.75,  57.75,  47.25, 167.25
./Leuven_2/0050757/session_1/anat_1/abide_cc, 492.25, 192.78, 0.166442,  71.5,  18.00, 106.75,  84.75,  57.75,  49.25,  37.50, 138.25
./MaxMun_a/0051318/session_1/anat_1/abide_cc, 771.25, 207.05, 0.226086,  76.5,  22.25, 186.75, 107.25,  94.25,  82.75,  71.50, 206.50
./MaxMun_a/0051319/session_1/anat_1/abide_cc, 644.50, 219.34, 0.168347,  81.5,  27.50, 122.25, 103.75,  71.50,  76.25,  64.00, 179.25
./MaxMun_a/0051320/session_1/anat_1/abide_cc, 732.50, 195.34, 0.241237,  69.0,  13.00, 168.00,  90.25,  86.00,  85.75,  72.50, 217.00
./MaxMun_a/0051321/session_1/anat_1/abide_cc, 553.50, 177.12, 0.221701,  67.0,  12.25, 128.75,  65.50,  65.00,  56.75,  53.25, 172.00
./MaxMun_a/0051362/session_1/anat_1/abide_cc, 637.00, 197.68, 0.204842,  71.5,  22.75, 157.00,  93.50,  72.50,  64.00,  53.25, 174.00
./MaxMun_a/0051363/session_1/anat_1/abide_cc, 700.50, 207.05, 0.205347,  71.5,  36.75, 143.25, 120.25,  75.75,  68.25,  58.25, 198.00
./MaxMun_a/0051364/session_1/anat_1/abide_cc, 693.25, 214.72, 0.188948,  71.5,  38.75, 143.00, 116.00,  76.25,  71.25,  61.25, 186.75
./MaxMun_a/0051365/session_1/anat_1/abide_cc, 697.25, 216.50, 0.186930,  68.0,  45.75, 137.50, 103.50,  69.25,  69.50,  81.50, 190.25
./MaxMun_a/0051366/session_1/anat_1/abide_cc, 746.75, 234.12, 0.171207,  80.5,  47.75, 162.50, 116.00,  85.00,  79.50,  49.25, 206.75
./MaxMun_a/0051367/session_1/anat_1/abide_cc, 644.75, 201.92, 0.198713,  72.0,  21.00, 138.25,  93.50,  68.50,  58.00,  63.00, 202.50
./MaxMun_a/0051368/session_1/anat_1/abide_cc, 685.75, 203.34, 0.208419,  73.0,  27.50, 155.00, 104.75,  85.50,  69.75,  61.75, 181.50
./MaxMun_a/0051369/session_1/anat_1/abide_cc, 605.75, 203.05, 0.184636,  71.0,  23.25, 124.50,  98.50,  68.00,  55.50,  55.25, 180.75
./MaxMun_a/0051370/session_1/anat_1/abide_cc, 653.50, 198.97, 0.207425,  69.5,  24.25, 140.25,  94.75,  86.00,  72.50,  48.25, 187.50
./MaxMun_a/0051371/session_1/anat_1/abide_cc, 729.00, 219.58, 0.189998,  78.5,  29.25, 146.50, 120.25,  91.75,  70.25,  61.00, 210.00
./MaxMun_a/0051372/session_1/anat_1/abide_cc, 479.50, 177.78, 0.190644,  66.0,  13.00, 114.75,  61.50,  55.50,  48.25,  40.00, 146.50
./MaxMun_a/0051373/session_1/anat_1/abide_cc, 776.25, 213.75, 0.213496,  73.5,  20.75, 166.25,  95.50,  80.25,  79.50,  71.75, 262.25
./MaxMun_a/0051606/session_1/anat_1/abide_cc, 614.00, 202.12, 0.188875,  71.5,  27.50, 119.50, 105.00,  71.50,  59.50,  56.00, 175.00
./MaxMun_a/0051607/session_1/anat_1/abide_cc, 690.25, 207.87, 0.200732,  75.5,  24.75, 149.50, 113.50,  83.25,  73.75,  63.00, 182.50
./MaxMun_b/0051322/session_1/anat_1/abide_cc, 408.00, 154.83, 0.213869,  55.5,   2.00,  87.25,  82.00,  53.00,  40.75,  35.25, 107.75
./MaxMun_b/0051323/session_1/anat_1/abide_cc, 652.25, 197.73, 0.209639,  69.5,  24.25, 149.25,  72.50,  83.50,  70.25,  55.75, 196.75
./MaxMun_b/0051324/session_1/anat_1/abide_cc, 582.50, 222.55, 0.147790,  73.5,  26.50, 117.75,  81.50,  65.50,  53.50,  57.50, 180.25
./MaxMun_b/0051325/session_1/anat_1/abide_cc, 660.75, 201.82, 0.203847,  68.0,  25.25, 141.00, 110.25,  74.75,  61.25,  57.25, 191.00
./MaxMun_b/0051326/session_1/anat_1/abide_cc, 704.50, 208.46, 0.203726,  73.5,  29.75, 140.25,  98.25,  83.00,  74.25,  74.75, 204.25
./MaxMun_b/0051327/session_1/anat_1/abide_cc, 575.75, 201.53, 0.178140,  71.0,  26.50, 138.00,  65.00,  63.75,  52.00,  52.25, 178.25
./MaxMun_c/0051328/session_1/anat_1/abide_cc, 629.50, 204.53, 0.189099,  74.5,  17.00, 135.75, 112.25,  75.50,  62.50,  51.25, 175.25
./MaxMun_c/0051332/session_1/anat_1/abide_cc, 841.50, 222.77, 0.213078,  76.5,  37.00, 176.75, 143.00, 100.75,  82.50,  77.00, 224.50
./MaxMun_c/0051333/session_1/anat_1/abide_cc, 697.50, 211.41, 0.196113,  74.0,  31.75, 168.75,  94.00,  75.25,  60.25,  67.25, 200.25
./MaxMun_c/0051334/session_1/anat_1/abide_cc, 694.50, 208.36, 0.201028,  75.0,  18.50, 179.50,  95.25,  78.75,  70.75,  62.00, 189.75
./MaxMun_c/0051335/session_1/anat_1/abide_cc, 628.50, 196.46, 0.204630,  69.0,  26.00, 133.50,  96.00,  79.50,  60.75,  55.50, 177.25
./MaxMun_c/0051336/session_1/anat_1/abide_cc, 674.00, 195.58, 0.221420,  69.5,  17.50, 130.00,  91.75,  75.25,  82.75,  70.50, 206.25
./MaxMun_c/0051338/session_1/anat_1/abide_cc, 576.00, 187.63, 0.205600,  69.0,  13.50, 147.50,  82.75,  68.75,  55.75,  48.50, 159.25
./MaxMun_c/0051339/session_1/anat_1/abide_cc, 641.75, 202.51, 0.196645,  74.0,  26.25, 164.25,  78.50,  81.75,  72.75,  48.25, 170.00
./MaxMun_c/0051340/session_1/anat_1/abide_cc, 597.00, 220.77, 0.153919,  79.0,  32.75, 121.00,  84.50,  72.50,  59.50,  56.50, 170.25
./MaxMun_c/0051341/session_1/anat_1/abide_cc, 677.75, 216.48, 0.181737,  76.0,  26.50, 134.50, 126.25,  74.00,  56.75,  62.50, 197.25
./MaxMun_c/0051342/session_1/anat_1/abide_cc, 646.50, 205.34, 0.192681,  74.5,  18.75, 154.25,  76.00,  64.25,  58.00,  63.00, 212.25
./MaxMun_c/0051343/session_1/anat_1/abide_cc, 705.75, 213.75, 0.194106,  76.0,  25.75, 136.25,  98.75,  74.25,  79.50,  68.25, 223.00
./MaxMun_c/0051344/session_1/anat_1/abide_cc, 676.25, 210.63, 0.191546,  76.0,  26.00, 149.75, 100.00,  70.75,  59.25,  62.25, 208.25
./MaxMun_c/0051345/session_1/anat_1/abide_cc, 542.00, 197.22, 0.175114,  69.0,  20.50, 121.50,  78.25,  53.25,  50.75,  39.75, 178.00
./MaxMun_c/0051346/session_1/anat_1/abide_cc, 687.00, 215.22, 0.186386,  78.0,  23.75, 163.50,  95.00,  76.75,  65.75,  52.00, 210.25
./MaxMun_c/0051347/session_1/anat_1/abide_cc, 643.00, 196.61, 0.209030,  74.0,  17.75, 170.25, 101.00,  83.75,  58.75,  49.50, 162.00
./MaxMun_c/0051348/session_1/anat_1/abide_cc, 678.75, 215.22, 0.184148,  77.5,  17.50, 149.50, 106.25,  72.50,  65.25,  59.25, 208.50
./MaxMun_d/0051329/session_1/anat_1/abide_cc, 572.25, 193.97, 0.191121,  71.0,  20.50, 128.25,  88.75,  68.00,  53.75,  52.00, 161.00
./MaxMun_d/0051330/session_1/anat_1/abide_cc, 723.50, 209.87, 0.206411,  73.5,  32.75, 142.75, 100.50,  86.50,  77.75,  74.00, 209.25
./MaxMun_d/0051331/session_1/anat_1/abide_cc, 666.00, 220.92, 0.171474,  82.5,  23.75, 144.00,  99.00,  72.50,  72.00,  72.00, 182.75
./MaxMun_d/0051349/session_1/anat_1/abide_cc, 548.75, 195.22, 0.180946,  68.5,  25.75, 110.50,  84.25,  61.00,  58.50,  51.75, 157.00
./MaxMun_d/0051350/session_1/anat_1/abide_cc, 534.50, 202.00, 0.164618,  73.0,  20.25, 111.50, 103.00,  67.25,  45.25,  43.00, 144.25
./MaxMun_d/0051351/session_1/anat_1/abide_cc, 497.25, 189.05, 0.174845,  64.0,  19.25, 104.75,  84.00,  55.75,  51.75,  40.00, 141.75
./MaxMun_d/0051352/session_1/anat_1/abide_cc, 587.00, 181.97, 0.222755,  63.0,  19.50, 144.50,  72.25,  69.75,  57.25,  45.75, 178.00
./MaxMun_d/0051353/session_1/anat_1/abide_cc, 550.50, 181.27, 0.210537,  63.5,  21.50, 167.00,  53.75,  64.50,  63.25,  40.25, 140.25
./MaxMun_d/0051354/session_1/anat_1/abide_cc, 527.25, 178.32, 0.208372,  64.0,  12.00, 110.75,  92.25,  58.50,  48.50,  43.75, 161.50
./MaxMun_d/0051355/session_1/anat_1/abide_cc, 563.50, 176.12, 0.228299,  62.5,  12.50, 133.25,  78.50,  70.00,  61.00,  60.75, 147.50
./MaxMun_d/0051356/session_1/anat_1/abide_cc, 662.00, 210.89, 0.187041,  75.0,  24.25, 140.25,  88.25,  75.00,  62.50,  69.50, 202.25
./MaxMun_d/0051357/session_1/anat_1/abide_cc, 518.75, 184.51, 0.191483,  63.5,  26.25, 112.00,  75.50,  52.75,  56.50,  44.50, 151.25
./MaxMun_d/0051358/session_1/anat_1/abide_cc, 514.50, 189.63, 0.179794,  71.0,  12.25, 114.00,  86.75,  64.50,  49.25,  46.00, 141.75
./MaxMun_d/0051359/session_1/anat_1/abide_cc, 662.00, 205.00, 0.197962,  74.5,  18.25, 150.75,  79.00,  72.25,  65.25,  65.50, 211.00
./MaxMun_d/0051360/session_1/anat_1/abide_cc, 549.00, 202.41, 0.168392,  61.0,  15.75,  70.75,  77.50,  44.00,  56.50,  79.50, 205.00
./MaxMun_d/0051361/session_1/anat_1/abide_cc, 781.00, 224.65, 0.194465,  80.5,  26.00, 182.25, 105.75,  82.50,  76.25,  72.75, 235.50
./NYU/0050952/session_1/anat_1/abide_cc, 552.75, 199.94, 0.173747,  68.5,  31.75, 120.50,  92.50,  56.25,  44.75,  50.50, 156.50
./NYU/0050953/session_1/anat_1/abide_cc, 537.00, 193.58, 0.180078,  64.0,  16.50, 134.50,  66.25,  55.00,  52.50,  48.00, 164.25
./NYU/0050954/session_1/anat_1/abide_cc, 432.00, 168.42, 0.191389,  62.0,  10.00,  89.00,  57.75,  51.25,  43.00,  37.50, 143.50
./NYU/0050955/session_1/anat_1/abide_cc, 555.25, 201.97, 0.171044,  71.0,  23.75, 119.75,  93.00,  61.75,  51.50,  41.50, 164.00
./NYU/0050956/session_1/anat_1/abide_cc, 484.25, 165.88, 0.221146,  61.0,  12.75, 117.50,  69.75,  63.50,  54.75,  35.25, 130.75
./NYU/0050957/session_1/anat_1/abide_cc, 588.25, 197.75, 0.189029,  73.0,  17.75, 129.50,  80.75,  59.25,  59.75,  59.25, 182.00
./NYU/0050958/session_1/anat_1/abide_cc, 382.75, 186.68, 0.138014,  69.5,  12.25,  89.50,  53.25,  43.25,  40.50,  30.25, 113.75
./NYU/0050959/session_1/anat_1/abide_cc, 612.00, 187.90, 0.217818,  68.0,  25.25, 185.75,  48.00,  57.75,  60.00,  60.50, 174.75
./NYU/0050960/session_1/anat_1/abide_cc, 615.75, 195.66, 0.202119,  73.5,  13.75, 166.50,  88.75,  74.50,  64.75,  47.50, 160.00
./NYU/0050961/session_1/anat_1/abide_cc, 607.50, 199.15, 0.192493,  71.0,  15.75, 121.75,  96.25,  70.00,  64.25,  45.75, 193.75
./NYU/0050962/session_1/anat_1/abide_cc, 603.50, 195.15, 0.199145,  71.5,  12.75, 154.50, 100.25,  72.75,  64.00,  40.00, 159.25
./NYU/0050964/session_1/anat_1/abide_cc, 548.50, 203.94, 0.165715,  74.0,  16.75,  95.50,  83.50,  58.75,  61.50,  58.25, 174.25
./NYU/0050965/session_1/anat_1/abide_cc, 575.50, 199.32, 0.182039,  72.0,  19.75, 112.75,  93.50,  69.25,  54.75,  50.00, 175.50
./NYU/0050966/session_1/anat_1/abide_cc, 610.50, 205.92, 0.180918,  76.5,  16.50, 125.00,  90.50,  74.50,  64.25,  54.00, 185.75
./NYU/0050967/session_1/anat_1/abide_cc, 405.50, 174.68, 0.166997,  59.5,  17.50,  60.50,  70.75,  50.50,  44.75,  33.00, 128.50
./NYU/0050968/session_1/anat_1/abide_cc, 577.00, 185.41, 0.210922,  69.0,  12.50, 120.50,  87.00,  75.75,  57.75,  54.00, 169.50
./NYU/0050969/session_1/anat_1/abide_cc, 420.75, 163.83, 0.196986,  60.0,   9.00,  82.50,  54.50,  59.75,  50.25,  34.25, 130.50
./NYU/0050970/session_1/anat_1/abide_cc, 521.25, 190.80, 0.179923,  66.0,  20.50, 134.75,  89.75,  48.50,  48.00,  49.00, 130.75
./NYU/0050971/session_1/anat_1/abide_cc, 524.50, 186.32, 0.189867,  66.5,  17.50, 123.50,  91.75,  60.75,  43.75,  38.75, 148.50
./NYU/0050972/session_1/anat_1/abide_cc, 949.25, 218.82, 0.249117,  76.5,  26.00, 237.75, 112.00, 124.50, 106.25,  92.00, 250.75
./NYU/0050973/session_1/anat_1/abide_cc, 736.50, 211.51, 0.206882,  78.0,  22.50, 163.00, 126.00,  90.75,  79.00,  62.50, 192.75
./NYU/0050974/session_1/anat_1/abide_cc, 365.00, 168.54, 0.161473,  60.5,  14.75,  95.00,  75.75,  39.75,  33.00,  26.00,  80.75
./NYU/0050975/session_1/anat_1/abide_cc, 605.50, 208.34, 0.175302,  72.0,  71.50,   0.00, 190.25,  70.25,  67.50,  54.50, 151.50
./NYU/0050976/session_1/anat_1/abide_cc, 604.00, 191.20, 0.207630,  67.5,  12.75, 123.25,  99.00,  80.50,  60.75,  49.50, 178.25
./NYU/0050977/session_1/anat_1/abide_cc, 508.25, 186.61, 0.183407,  66.0,  20.00, 119.00,  77.75,  47.25,  60.75,  38.50, 145.00
./NYU/0050978/session_1/anat_1/abide_cc, 552.75, 173.73, 0.230134,  62.5,   9.75, 155.00,  72.50,  67.00,  56.75,  44.50, 147.25
./NYU/0050979/session_1/anat_1/abide_cc, 499.50, 204.94, 0.149442,  67.0,  14.00,  86.25,  84.75,  53.00,  59.00,  43.00, 159.50
./NYU/0050980/session_1/anat_1/abide_cc, 587.50, 176.85, 0.236044,  61.0,  19.25, 113.50,  90.25,  70.75,  50.50,  66.00, 177.25
./NYU/0050981/session_1/anat_1/abide_cc, 697.50, 197.02, 0.225795,  71.5,   4.75, 181.50,  66.25,  70.75,  73.50,  56.25, 244.50
./NYU/0050982/session_1/anat_1/abide_cc, 672.50, 200.70, 0.209796,  73.5,  16.25, 111.75, 113.00,  90.75,  93.00,  70.75, 177.00
./NYU/0050983/session_1/anat_1/abide_cc, 526.00, 181.05, 0.201661,  67.0,   3.00,  87.25, 101.75,  71.00,  64.75,  52.75, 145.50
./NYU/0050984/session_1/anat_1/abide_cc, 608.25, 214.17, 0.166644,  73.0,  25.50, 142.75,  96.50,  68.00,  52.75,  42.75, 180.00
./NYU/0050985/session_1/anat_1/abide_cc, 669.00, 212.17, 0.186759,  76.0,  31.00, 154.75, 105.75,  79.50,  53.50,  52.50, 192.00
./NYU/0050986/session_1/anat_1/abide_cc, 612.00, 193.73, 0.204909,  68.5,  16.00, 126.50,  83.75,  73.50,  57.75,  65.50, 189.00
./NYU/0050987/session_1/anat_1/abide_cc, 468.50, 167.66, 0.209439,  60.0,  15.25, 114.00,  73.00,  43.75,  33.00,  43.00, 146.50
./NYU/0050988/session_1/anat_1/abide_cc, 590.00, 204.10, 0.177990,  71.0,  27.25,  92.00,  96.00,  59.00,  60.25,  54.25, 201.25
./NYU/0050989/session_1/anat_1/abide_cc, 440.75, 191.51, 0.151015,  66.5,  14.50,  80.75,  59.75,  36.50,  47.50,  39.00, 162.75
./NYU/0051028/session_1/anat_1/abide_cc, 609.75, 212.17, 0.170219,  80.5,  11.50, 128.75,  82.25,  76.25,  62.50,  48.50, 200.00
./NYU/0051029/session_1/anat_1/abide_cc, 469.25, 189.56, 0.164105,  70.5,  15.00, 108.75,  71.75,  57.00,  60.00,  39.00, 117.75
./NYU/0051030/session_1/anat_1/abide_cc, 433.75, 178.97, 0.170164,  63.0,  21.75,  88.50,  70.50,  47.50,  46.75,  45.25, 113.50
./NYU/0051032/session_1/anat_1/abide_cc, 546.75, 204.17, 0.164827,  73.5,  29.50,  99.00,  87.25,  68.00,  65.75,  49.50, 147.75
./NYU/0051033/session_1/anat_1/abide_cc, 499.25, 183.61, 0.186095,  65.5,  22.50, 137.50,  49.00,  53.50,  43.50,  33.50, 159.75
./NYU/0051034/session_1/anat_1/abide_cc, 553.25, 188.44, 0.195790,  68.0,  13.25, 166.50,  70.50,  58.50,  31.50,  49.75, 163.25
./NYU/0051035/session_1/anat_1/abide_cc, 577.75, 197.68, 0.185788,  72.5,  15.25, 128.25, 102.75,  64.25,  55.25,  52.50, 159.50
./NYU/0051036/session_1/anat_1/abide_cc, 480.00, 194.29, 0.159794,  72.5,   8.75,  71.75,  89.00,  60.75,  49.00,  49.00, 151.75
./NYU/0051038/session_1/anat_1/abide_cc, 475.50, 174.44, 0.196370,  61.0,  16.50,  87.00,  87.75,  49.25,  44.25,  40.75, 150.00
./NYU/0051039/session_1/anat_1/abide_cc, 464.50, 171.00, 0.199611,  62.5,  12.50, 105.25,  75.25,  59.75,  47.50,  36.75, 127.50
./NYU/0051040/session_1/anat_1/abide_cc, 537.75, 190.39, 0.186427,  68.0,  20.75, 133.50,  80.25,  53.50,  52.25,  44.00, 153.50
./NYU/0051041/session_1/anat_1/abide_cc, 457.50, 176.15, 0.185292,  63.0,  16.00,  68.75,  86.75,  54.50,  49.00,  47.50, 135.00
./NYU/0051042/session_1/anat_1/abide_cc, 441.00, 172.12, 0.187051,  64.0,  11.25,  95.25,  73.50,  33.75,  29.50,  48.50, 149.25
./NYU/0051044/session_1/anat_1/abide_cc, 571.25, 200.10, 0.179292,  71.0,  19.25, 105.00,  83.25,  63.00,  63.00,  51.50, 186.25
./NYU/0051045/session_1/anat_1/abide_cc, 666.00, 178.15, 0.263714,  62.5,  12.75, 147.25,  99.75,  77.75,  71.25,  74.00, 183.25
./NYU/0051046/session_1/anat_1/abide_cc, 601.25, 205.07, 0.179671,  68.5,  18.75, 152.50, 104.25,  64.00,  53.75,  52.25, 155.75
./NYU/0051047/session_1/anat_1/abide_cc, 554.50, 182.37, 0.209515,  67.5,  11.00, 121.50,  98.75,  65.50,  54.50,  45.75, 157.50
./NYU/0051048/session_1/anat_1/abide_cc, 629.25, 207.92, 0.182904,  73.0,  24.25, 141.25,  94.75,  77.25,  50.75,  51.00, 190.00
./NYU/0051049/session_1/anat_1/abide_cc, 572.25, 189.32, 0.200639,  69.0,   5.50,  82.50,  99.25,  66.75,  62.00,  58.00, 198.25
./NYU/0051050/session_1/anat_1/abide_cc, 380.25, 187.97, 0.135233,  71.0,   5.00,  60.75,  54.00,  32.75,  34.00,  38.50, 155.25
./NYU/0051051/session_1/anat_1/abide_cc, 613.00, 194.00, 0.204686,  69.5,  22.50,  74.50, 102.75,  91.75,  70.00,  65.25, 186.25
./NYU/0051052/session_1/anat_1/abide_cc, 516.50, 183.54, 0.192674,  69.0,  14.25, 114.00,  73.25,  68.50,  53.25,  45.50, 147.75
./NYU/0051053/session_1/anat_1/abide_cc, 710.75, 242.89, 0.151388,  86.0,  82.75,   0.00, 198.50,  76.75,  72.00,  59.50, 221.25
./NYU/0051054/session_1/anat_1/abide_cc, 561.75, 191.34, 0.192819,  67.5,  28.00, 119.50,  81.50,  65.50,  57.00,  50.50, 159.75
./NYU/0051055/session_1/anat_1/abide_cc, 434.00, 193.61, 0.145493,  70.0,  28.25,  52.50,  92.00,  49.75,  43.75,  38.25, 129.50
./NYU/0051056/session_1/anat_1/abide_cc, 601.75, 198.61, 0.191700,  75.5,  18.25, 115.25, 103.75,  73.25,  61.00,  44.25, 186.00
./NYU/0051057/session_1/anat_1/abide_cc, 681.25, 195.39, 0.224243,  70.0,  10.25, 169.25,  90.25,  80.50,  65.75,  57.75, 207.50
./NYU/0051058/session_1/anat_1/abide_cc, 648.25, 192.68, 0.219418,  65.5,  14.25, 141.00, 102.25,  80.50,  51.50,  59.25, 199.50
./NYU/0051088/session_1/anat_1/abide_cc, 522.75, 186.68, 0.188496,  68.0,  20.50,  95.25,  66.00,  59.00,  45.50,  54.25, 182.25
./NYU/0051089/session_1/anat_1/abide_cc, 388.00, 162.66, 0.184280,  59.0,  14.50,  85.25,  65.25,  39.00,  34.75,  29.75, 119.50
./NYU/0051090/session_1/anat_1/abide_cc, 636.75, 180.34, 0.246039,  61.0,  26.25, 148.50,  95.00,  64.50,  71.25,  65.75, 165.50
./NYU/0051091/session_1/anat_1/abide_cc, 557.00, 184.27, 0.206143,  69.5,  11.75,  99.50,  92.50,  71.75,  67.25,  52.00, 162.25
./NYU/0051093/session_1/anat_1/abide_cc, 417.50, 177.49, 0.166542,  66.5,  11.50,  73.75,  65.50,  71.75,  43.25,  32.75, 119.00
./NYU/0051094/session_1/anat_1/abide_cc, 511.50, 177.85, 0.203205,  63.5,  15.00, 116.00,  73.75,  54.75,  47.50,  48.00, 156.50
./NYU/0051095/session_1/anat_1/abide_cc, 522.00, 190.39, 0.180967,  64.0,  24.00, 104.00,  88.75,  49.00,  42.50,  46.50, 167.25
./NYU/0051096/session_1/anat_1/abide_cc, 605.75, 205.29, 0.180624,  72.5,  29.00, 116.75,  88.50,  59.75,  69.75,  57.25, 184.75
./NYU/0051097/session_1/anat_1/abide_cc, 595.75, 200.94, 0.185405,  70.5,  20.50, 115.50,  94.00,  62.75,  57.00,  62.25, 183.75
./NYU/0051098/session_1/anat_1/abide_cc, 612.50, 186.44, 0.221434,  69.5,   9.25, 133.75, 104.75,  68.50,  59.25,  59.25, 177.75
./NYU/0051099/session_1/anat_1/abide_cc, 411.00, 169.63, 0.179490,  62.5,   3.25,  54.75,  85.25,  47.75,  41.75,  42.25, 136.00
./NYU/0051100/session_1/anat_1/abide_cc, 513.50, 202.92, 0.156705,  72.5,  19.25,  69.25,  99.25,  59.50,  55.00,  42.50, 168.75
./NYU/0051101/session_1/anat_1/abide_cc, 551.50, 195.44, 0.181441,  74.5,  13.50, 122.50,  83.25,  70.75,  60.25,  45.50, 155.75
./NYU/0051102/session_1/anat_1/abide_cc, 664.25, 205.70, 0.197271,  69.5,  11.50, 118.75, 108.00,  68.00,  75.25,  62.00, 220.75
./NYU/0051103/session_1/anat_1/abide_cc, 812.00, 220.38, 0.210098,  76.5, 129.50,  92.00,  75.00, 102.00,  74.00,  92.25, 247.25
./NYU/0051104/session_1/anat_1/abide_cc, 560.00, 228.36, 0.134946,  76.0,  32.75, 103.50,  92.25,  56.75,  47.75,  38.50, 188.50
./NYU/0051105/session_1/anat_1/abide_cc, 589.50, 182.87, 0.221509,  63.0,   9.50, 120.25,  82.75,  78.00,  66.75,  65.25, 167.00
./NYU/0051106/session_1/anat_1/abide_cc, 865.25, 215.53, 0.234064,  76.0,  12.25, 185.75, 127.25,  94.50,  85.75,  91.75, 268.00
./NYU/0051107/session_1/anat_1/abide_cc, 744.50, 213.73, 0.204803,  78.5,  23.50, 141.00, 136.75,  94.75,  74.75,  66.75, 207.00
./NYU/0051108/session_1/anat_1/abide_cc, 538.00, 186.90, 0.193535,  66.5,  22.00,  99.50, 104.50,  52.50,  48.75,  46.00, 164.75
./NYU/0051109/session_1/anat_1/abide_cc, 601.00, 168.90, 0.264734,  63.5,   1.25, 111.00, 108.25,  77.25,  70.25,  58.75, 174.25
./NYU/0051110/session_1/anat_1/abide_cc, 650.50, 225.41, 0.160884,  81.5,  13.00, 106.00, 111.50,  79.25,  68.50,  44.50, 227.75
./NYU/0051111/session_1/anat_1/abide_cc, 605.50, 206.56, 0.178333,  76.0,  18.25, 117.25, 106.25,  69.75,  62.00,  48.50, 183.50
./NYU/0051112/session_1/anat_1/abide_cc, 810.50, 205.46, 0.241274,  74.0,  17.75, 262.50,  77.50, 107.50,  87.00,  66.25, 192.00
./NYU/0051113/session_1/anat_1/abide_cc, 564.75, 196.90, 0.183046,  76.0,  16.25, 115.75,  88.00,  71.50,  57.00,  50.25, 166.00
./NYU/0051114/session_1/anat_1/abide_cc, 635.25, 194.02, 0.212052,  72.0,  14.50, 150.25, 116.00,  64.75,  47.00,  47.75, 195.00
./NYU/0051115/session_1/anat_1/abide_cc, 689.25, 221.70, 0.176217,  74.5,  32.50, 126.25, 127.50,  81.25,  70.25,  55.00, 196.50
./NYU/0051116/session_1/anat_1/abide_cc, 706.50, 223.87, 0.177140,  80.5,  23.00, 161.75, 110.75,  92.00,  69.75,  53.00, 196.25
./NYU/0051117/session_1/anat_1/abide_cc, 762.75, 211.05, 0.215199,  77.5,  23.75, 172.00, 111.25,  92.25,  76.50,  72.75, 214.25
./NYU/0051118/session_1/anat_1/abide_cc, 554.25, 186.78, 0.199639,  75.0,   3.50, 129.75,  80.75,  77.25,  62.75,  49.50, 150.75
./NYU/0050991/session_1/anat_1/abide_cc, 492.50, 172.39, 0.208257,  61.5,  17.75,  87.75,  77.50,  60.50,  54.75,  48.00, 146.25
./NYU/0050992/session_1/anat_1/abide_cc, 567.75, 184.27, 0.210122,  67.5,  11.50, 130.75,  75.25,  72.25,  66.50,  47.50, 164.00
./NYU/0050993/session_1/anat_1/abide_cc, 509.25, 181.25, 0.194806,  67.0,  15.00, 119.50,  74.25,  40.75,  43.25,  53.00, 163.50
./NYU/0050994/session_1/anat_1/abide_cc, 553.75, 190.10, 0.192566,  68.5,  16.50,  78.00,  88.75,  71.75,  58.25,  57.50, 183.00
./NYU/0050995/session_1/anat_1/abide_cc, 555.25, 207.82, 0.161551,  71.0,  32.50, 108.50,  70.50,  68.50,  69.50,  43.00, 162.75
